Date,Customer ID,Order ID,Order Quantity,Marketing Campaign,Product Category,State,Region,Product Brand,Order Channel,Payment Method,Payment Status,Sales Representative
2023-05-26 13:55:51,480,1814485,3,Summer Sale,Sports Equipment,NC,West,Brand A,Online Store,PayPal,Not Paid,Colin Miller
2022-09-02 06:52:48,65258036,2941645,7,Summer Sale,Books,IL,South,Brand B,Mobile App,PayPal,Paid,James Fitzgerald
2023-04-30 03:45:41,92808,21110665,1,Email Promo,Clothing,CA,South,Brand B,In-Store,PayPal,Not Paid,Duane Johnson
2020-01-03 23:49:45,350215,8754523,2,Referral,Books,FL,East,Brand E,Phone,PayPal,Paid,Adam Cox
2020-04-12 20:59:18,68095297,254487564,1,Referral,Books,FL,East,Brand A,Mobile App,Cash,Not Paid,Carlos Lane
2023-02-25 12:04:17,66733384,9740,8,Holiday Campaign,Books,GA,North,Brand D,Mobile App,PayPal,Not Paid,Ronald Porter
2023-01-03 03:15:34,63108717,72812489,1,Summer Sale,Sports Equipment,CA,South,Brand A,Phone,Cash,Not Paid,Amy Gross
2023-12-15 11:01:23,7324271,7780862,9,Email Promo,Electronics,CA,East,Brand E,In-Store,Credit Card,Not Paid,Tamara Simpson
2020-03-11 18:40:04,693042897,9241,1,Holiday Campaign,Electronics,GA,West,Brand E,Phone,Cash,Not Paid,Timothy Gill
2021-09-19 13:07:09,360427358,163613724,1,Email Promo,Sports Equipment,NC,North,Brand B,Phone,PayPal,Not Paid,Darius Brooks
2021-12-02 09:13:27,896454,413648,1,Referral,Clothing,TX,South,Brand B,In-Store,Credit Card,Paid,Derek Bell
2021-09-12 06:55:03,110193413,24330250,1,Summer Sale,Sports Equipment,GA,North,Brand D,Mobile App,PayPal,Not Paid,Victoria Evans
2022-11-14 22:19:15,45848732,6687253,1,Holiday Campaign,Sports Equipment,MI,South,Brand C,Online Store,PayPal,Not Paid,Kathleen Miller
2020-04-24 03:30:05,57950,4187,1,Summer Sale,Books,PA,North,Brand E,In-Store,Credit Card,Not Paid,Anthony Roberts
2023-03-11 10:21:16,223985213,45655,1,Summer Sale,Books,NY,East,Brand A,Mobile App,Credit Card,Not Paid,Eric Neal
2020-11-13 07:37:31,675,62118,1,Email Promo,Clothing,TX,North,Brand D,Phone,PayPal,Paid,Justin Butler
2022-06-21 01:47:18,554929162,613284931,1,Holiday Campaign,Furniture,CA,North,Brand C,Mobile App,PayPal,Not Paid,Carl Taylor
2022-04-16 20:37:21,377313660,1131,1,Referral,Clothing,NY,South,Brand B,In-Store,PayPal,Paid,Mrs. Margaret Coleman
2021-08-30 16:07:27,4297,666,1,Email Promo,Furniture,TX,West,Brand B,Phone,Credit Card,Paid,Denise Wilson
2023-12-30 11:20:16,3601,923,1,Summer Sale,Electronics,MI,South,Brand E,Phone,Credit Card,Paid,Jeffrey Smith
2021-12-01 11:01:57,32566,1609182,1,Referral,Furniture,TX,West,Brand A,Mobile App,Cash,Paid,Kimberly Moore
2020-04-11 04:14:02,117012,599,4,Referral,Books,FL,South,Brand E,In-Store,Cash,Not Paid,Kimberly Green
2023-09-15 01:44:19,29074238,454423950,5,Summer Sale,Furniture,FL,North,Brand A,Phone,PayPal,Not Paid,Kenneth Wagner
2023-05-26 00:31:33,6216963,8147577,1,Email Promo,Electronics,CA,West,Brand C,Phone,PayPal,Not Paid,Michael Gonzales
2022-05-21 15:47:46,8630,3506,1,Email Promo,Electronics,MI,East,Brand C,Phone,Credit Card,Not Paid,Paul Church
2021-02-13 02:33:48,54681,578085737,1,Email Promo,Furniture,PA,East,Brand E,Phone,Credit Card,Paid,Jonathan Wong
2022-12-16 18:53:50,1796,62261,1,Referral,Furniture,OH,North,Brand B,In-Store,Credit Card,Not Paid,Robert Perez
2023-07-15 20:19:15,297084,77034832,1,Referral,Books,GA,North,Brand D,Online Store,PayPal,Not Paid,Paul Savage
2021-08-23 05:46:13,11897850,3098,1,Summer Sale,Sports Equipment,CA,East,Brand E,Phone,Cash,Paid,Victoria Long
2020-08-14 21:48:59,78011,7326108,1,Summer Sale,Electronics,MI,North,Brand A,Mobile App,Credit Card,Not Paid,Catherine Williams
2022-02-23 11:08:55,8148545,85933,1,Referral,Books,MI,East,Brand D,In-Store,Credit Card,Not Paid,Gregory Cooke
2023-09-02 11:05:09,301,56289,1,Email Promo,Clothing,IL,North,Brand C,Mobile App,PayPal,Not Paid,Wanda Smith
2023-04-11 01:05:00,601223827,759027,1,Referral,Sports Equipment,MI,South,Brand E,Mobile App,Cash,Paid,Ashley Martinez
2022-07-01 19:09:46,9683,2904871,1,Referral,Furniture,PA,East,Brand A,Phone,Credit Card,Not Paid,Christopher Watts
2021-01-21 16:46:19,49908407,598,1,Summer Sale,Sports Equipment,CA,East,Brand E,Phone,Cash,Paid,Tara Tate
2020-05-31 12:24:58,69150587,24091,1,Holiday Campaign,Electronics,FL,West,Brand E,Online Store,Cash,Paid,Melanie Mitchell
2020-06-27 00:41:44,2596010,204067780,1,Holiday Campaign,Clothing,OH,East,Brand A,Phone,PayPal,Not Paid,Nancy Gutierrez
2020-02-22 09:27:11,487010,95234105,1,Summer Sale,Electronics,PA,South,Brand E,Phone,Cash,Paid,Christopher Johnston
2023-05-12 20:46:08,258346,53898,1,Holiday Campaign,Furniture,MI,East,Brand A,Phone,Credit Card,Paid,Deanna Ali
2020-05-18 10:40:15,348146650,760,7,Email Promo,Furniture,FL,North,Brand C,Phone,Cash,Paid,Tracey Washington
2021-11-19 08:07:42,34330298,4500,1,Email Promo,Furniture,CA,East,Brand D,Phone,PayPal,Not Paid,Michael Gonzalez
2020-07-22 21:35:03,5852528,94310,1,Referral,Electronics,NY,East,Brand D,Phone,PayPal,Not Paid,Laurie Castaneda
2020-01-04 09:20:39,338111,44554961,3,Summer Sale,Sports Equipment,OH,North,Brand D,Phone,Credit Card,Not Paid,Leslie Walsh
2023-09-05 17:07:37,19543,1964831,1,Referral,Clothing,MI,North,Brand C,Online Store,PayPal,Not Paid,Sheila Anderson
2021-08-09 04:05:06,427292977,43322088,1,Referral,Clothing,TX,North,Brand E,In-Store,Cash,Paid,Elizabeth Johns
2021-02-12 07:48:59,8780,515700379,1,Summer Sale,Furniture,NY,North,Brand C,Online Store,Cash,Paid,Jennifer Higgins
2020-03-08 10:52:02,3106,149,1,Summer Sale,Electronics,NY,South,Brand E,In-Store,Credit Card,Not Paid,Kevin Schroeder
2020-08-08 01:16:25,9850,77103,4,Holiday Campaign,Furniture,PA,North,Brand C,Phone,Cash,Not Paid,Anthony Cunningham
2022-09-30 07:56:01,84032,263,5,Referral,Electronics,FL,South,Brand A,Mobile App,Credit Card,Paid,Charlotte Horton
2021-04-10 18:50:52,16978,698369,1,Holiday Campaign,Furniture,OH,South,Brand D,Phone,PayPal,Paid,Austin Harrison
2020-09-22 05:55:49,744683,73138836,1,Summer Sale,Clothing,FL,East,Brand E,Online Store,Credit Card,Paid,Steven Wiggins
2023-06-22 21:12:21,50,189075648,1,Referral,Electronics,NC,West,Brand A,In-Store,Cash,Paid,Cindy Porter
2021-01-25 08:39:51,697,917408,9,Holiday Campaign,Books,PA,West,Brand A,Mobile App,Cash,Not Paid,David Saunders
2022-09-04 05:11:18,978704447,566995517,10,Email Promo,Furniture,NY,South,Brand E,Phone,Cash,Not Paid,Eric Jefferson
2023-03-22 16:09:47,3348,309528,1,Referral,Electronics,CA,South,Brand E,Phone,Cash,Not Paid,Mr. Brian Marshall
2022-02-02 00:00:38,3644,526701,1,Referral,Furniture,PA,South,Brand E,In-Store,PayPal,Paid,Anthony Lara
2021-05-21 00:37:04,988303,818,1,Summer Sale,Sports Equipment,OH,West,Brand B,In-Store,Credit Card,Paid,Kenneth Gross
2022-01-20 23:26:21,6399599,8875874,4,Holiday Campaign,Books,OH,West,Brand D,Mobile App,Cash,Paid,Crystal Patterson
2021-12-30 01:16:37,7390,50039,1,Holiday Campaign,Furniture,NC,East,Brand B,Online Store,Credit Card,Paid,Raymond House
2021-01-03 14:04:01,85444,965337,1,Referral,Clothing,IL,East,Brand D,Phone,Credit Card,Not Paid,Melissa Mckenzie
2022-02-13 06:34:36,83630,6989,1,Holiday Campaign,Furniture,NC,East,Brand B,Phone,PayPal,Paid,Danielle Hale
2021-12-08 20:05:38,3987,142578946,3,Summer Sale,Books,NY,West,Brand A,Phone,Credit Card,Not Paid,Melinda Fuller
2021-02-02 22:35:03,601618,8411595,2,Email Promo,Furniture,GA,East,Brand B,Online Store,Cash,Paid,Nina Hansen DDS
2021-04-12 15:24:45,22123828,4344086,1,Email Promo,Electronics,TX,North,Brand D,Phone,Credit Card,Not Paid,Matthew Sullivan
2020-11-02 21:19:32,891964,19815,1,Email Promo,Books,MI,South,Brand D,Online Store,Cash,Not Paid,Joseph Nunez
2023-06-05 01:57:22,627290725,45620,1,Email Promo,Furniture,TX,South,Brand E,Online Store,PayPal,Not Paid,Nathan Thornton
2022-07-24 06:14:31,303,88602,1,Holiday Campaign,Electronics,IL,East,Brand A,Online Store,Credit Card,Paid,Deborah Harmon
2020-12-12 00:32:48,677621,379416,1,Holiday Campaign,Sports Equipment,PA,North,Brand C,Online Store,Credit Card,Not Paid,Jasmine West
2021-04-12 10:06:40,360750,607400,10,Email Promo,Sports Equipment,IL,West,Brand A,In-Store,Cash,Not Paid,Charles Larson
2020-06-27 13:19:18,3582,57300,1,Summer Sale,Sports Equipment,IL,South,Brand A,Phone,Credit Card,Paid,Patricia Rosales
2020-10-21 00:16:29,375877933,8034112,1,Referral,Books,NY,West,Brand B,In-Store,Credit Card,Not Paid,Clinton Diaz
2021-05-30 16:45:03,7294197,601868,2,Referral,Books,GA,North,Brand A,Mobile App,PayPal,Not Paid,Jose Henderson
2023-04-19 05:47:29,830,83798,1,Summer Sale,Electronics,FL,West,Brand C,Online Store,PayPal,Not Paid,Paul Reed
2023-12-02 18:19:45,569763967,3692,1,Summer Sale,Clothing,PA,South,Brand B,In-Store,PayPal,Not Paid,Chase Dennis
2022-09-12 01:15:36,31035696,683,7,Holiday Campaign,Clothing,FL,North,Brand D,Mobile App,Cash,Not Paid,Lisa Warren
2020-01-23 10:55:25,72803556,744879,7,Referral,Furniture,CA,West,Brand E,In-Store,Cash,Not Paid,Bianca Miller
2023-07-05 11:06:15,431673,271935,1,Summer Sale,Electronics,NC,South,Brand A,Mobile App,Cash,Paid,Albert Soto PhD
2022-06-21 10:49:25,993351,8682584,8,Summer Sale,Electronics,IL,North,Brand B,Online Store,Cash,Paid,Todd Reynolds
2020-09-17 10:47:01,824182994,7778095,7,Holiday Campaign,Clothing,GA,West,Brand B,Phone,Cash,Paid,Karla Baker
2021-08-11 17:28:40,47643,247156007,1,Summer Sale,Furniture,GA,North,Brand B,Online Store,PayPal,Paid,Amber Ellis
2022-09-21 16:51:47,5190,153,5,Summer Sale,Sports Equipment,TX,East,Brand A,Mobile App,PayPal,Not Paid,Joe Salazar
2022-09-03 16:50:34,3560003,6418,8,Summer Sale,Clothing,MI,West,Brand A,Mobile App,PayPal,Paid,Jessica Hicks
2022-03-24 01:11:03,9447,867018,1,Referral,Clothing,GA,South,Brand C,Phone,Cash,Paid,Crystal Johnson
2021-02-12 21:21:33,5292,951381,1,Holiday Campaign,Sports Equipment,CA,North,Brand B,In-Store,PayPal,Paid,Stephanie Johnson
2021-03-14 20:11:14,309713828,29295266,4,Email Promo,Sports Equipment,GA,South,Brand A,Phone,Cash,Not Paid,Krista Spencer
2022-03-25 12:38:51,362476119,302626907,4,Referral,Furniture,NY,West,Brand A,Online Store,PayPal,Not Paid,Tyler Harris
2021-10-07 20:25:43,807421601,9188797,1,Email Promo,Sports Equipment,IL,South,Brand D,In-Store,PayPal,Paid,Melvin Flowers
2023-12-28 06:28:19,33796811,9418094,1,Email Promo,Books,OH,East,Brand B,Online Store,Cash,Paid,Chad Baker
2023-10-05 00:10:35,976243,11719,1,Summer Sale,Furniture,OH,South,Brand A,Online Store,Credit Card,Paid,Michael Newman
2021-12-15 07:28:45,86129294,207328,10,Email Promo,Sports Equipment,CA,East,Brand E,Mobile App,Cash,Not Paid,Albert Logan
2021-02-26 01:11:58,20318,445567624,6,Referral,Clothing,TX,West,Brand D,Online Store,Credit Card,Paid,Brandon Adkins
2023-03-18 12:43:50,722814154,466,1,Summer Sale,Sports Equipment,OH,West,Brand C,Phone,PayPal,Not Paid,Martha Baker
2021-12-22 21:14:42,311577,55233184,8,Email Promo,Books,PA,East,Brand B,Online Store,Credit Card,Not Paid,Dustin Flores
2023-04-30 08:14:29,10495366,86346,1,Summer Sale,Electronics,IL,East,Brand E,Phone,Credit Card,Paid,Julie Kramer
2020-08-18 03:51:32,4001,63894,1,Holiday Campaign,Furniture,PA,South,Brand E,Phone,Credit Card,Paid,Antonio Munoz
2021-06-27 19:12:06,991498,276583883,1,Referral,Electronics,PA,North,Brand C,In-Store,Cash,Not Paid,Timothy Johnston
2021-07-20 02:53:18,40769,75595,1,Referral,Electronics,MI,East,Brand B,Online Store,Cash,Paid,Heather Scott
2023-07-17 01:25:28,2847488,362,10,Holiday Campaign,Clothing,PA,West,Brand A,Online Store,PayPal,Paid,Austin Blevins
2022-09-02 15:03:41,44738,653187,1,Email Promo,Sports Equipment,TX,East,Brand E,Online Store,Credit Card,Not Paid,Elizabeth Moses
2020-03-26 13:32:03,9884416,826977323,1,Referral,Sports Equipment,GA,North,Brand D,Mobile App,PayPal,Paid,Thomas Moore
2023-09-15 21:13:12,810079,1730,1,Email Promo,Sports Equipment,PA,South,Brand C,In-Store,PayPal,Not Paid,James Hull
2023-10-19 01:44:04,34809,25980,1,Summer Sale,Books,OH,South,Brand E,Online Store,PayPal,Paid,Christina Jones
2022-07-26 22:37:32,308993542,59901211,1,Referral,Sports Equipment,MI,West,Brand B,Online Store,PayPal,Not Paid,George Kline
2020-05-10 17:14:39,9915834,5710,3,Holiday Campaign,Books,PA,South,Brand C,Phone,Cash,Not Paid,Amy Gray
2020-02-09 05:18:53,42177,635255567,7,Holiday Campaign,Sports Equipment,GA,West,Brand C,In-Store,PayPal,Paid,Margaret Hart
2023-02-06 02:39:52,5014,7018,5,Summer Sale,Furniture,OH,North,Brand A,Phone,Cash,Not Paid,Craig Vazquez
2022-08-06 00:36:12,7285,456050,1,Holiday Campaign,Furniture,TX,West,Brand C,Phone,Credit Card,Not Paid,Paul Contreras
2023-12-03 07:41:27,6233512,4645201,1,Holiday Campaign,Clothing,NY,West,Brand C,In-Store,Cash,Not Paid,Lauren Booker
2020-05-02 09:21:02,47830,729836709,1,Referral,Sports Equipment,MI,West,Brand A,Phone,Cash,Paid,Carla Barber
2020-12-08 09:04:52,578892,52444,1,Referral,Electronics,NC,West,Brand A,Online Store,Credit Card,Paid,Kimberly Woods
2023-10-29 14:04:02,516643922,85354,1,Email Promo,Furniture,IL,South,Brand E,In-Store,PayPal,Paid,Franklin Campbell
2022-09-10 13:57:48,760636,53525,1,Summer Sale,Books,TX,North,Brand B,In-Store,PayPal,Not Paid,Gerald Hernandez
2020-04-14 18:25:12,7006155,9680319,5,Holiday Campaign,Furniture,CA,West,Brand D,Mobile App,Cash,Paid,Gary Brown
2021-12-13 16:56:33,4434249,29122,1,Email Promo,Books,PA,North,Brand C,Phone,Cash,Not Paid,Kelly Young
2020-06-19 10:22:39,785,18437,1,Email Promo,Clothing,NC,West,Brand D,Online Store,PayPal,Paid,Derek Brooks
2022-11-02 14:10:29,5676653,6031,1,Summer Sale,Electronics,PA,West,Brand A,In-Store,Cash,Paid,Joshua Martinez DDS
2023-04-11 21:07:34,6596,90619,1,Summer Sale,Clothing,PA,West,Brand A,In-Store,PayPal,Not Paid,Robert Mcneil
2021-01-25 19:16:35,874056,23421,3,Summer Sale,Sports Equipment,GA,East,Brand A,Phone,Cash,Paid,Jonathan Shaw
2022-07-29 02:50:58,78471,562659,1,Email Promo,Sports Equipment,GA,East,Brand A,Mobile App,Credit Card,Paid,Michele Nunez
2020-01-01 23:51:14,456650491,91018,1,Holiday Campaign,Books,OH,North,Brand D,Mobile App,Credit Card,Not Paid,Anthony Roberts
2020-04-23 15:41:47,18583509,6537,10,Summer Sale,Furniture,PA,North,Brand B,In-Store,Cash,Paid,Robert Hernandez
2021-09-05 07:58:36,917708,201052569,1,Holiday Campaign,Clothing,FL,South,Brand D,In-Store,Credit Card,Paid,Christopher Perry
2021-08-07 08:15:42,329,797559561,1,Holiday Campaign,Electronics,GA,West,Brand E,Phone,Credit Card,Paid,Caitlin Murphy
2020-06-16 16:26:02,73499,99106230,1,Summer Sale,Sports Equipment,PA,North,Brand D,Online Store,Credit Card,Not Paid,Jamie Morgan
2022-01-24 14:49:36,696381,235441443,4,Referral,Furniture,OH,North,Brand C,Mobile App,PayPal,Paid,Kevin Rice
2020-01-10 19:52:33,112635,72838,1,Email Promo,Books,CA,West,Brand C,Online Store,Credit Card,Not Paid,David Morrison
2021-05-13 14:47:13,592330,593399,7,Summer Sale,Sports Equipment,PA,North,Brand E,Phone,Cash,Not Paid,Kevin Jacobs
2020-05-29 00:03:14,355199,791416,5,Summer Sale,Books,NC,North,Brand C,Phone,Cash,Paid,Dr. Vincent Marshall
2023-09-24 12:26:11,304410312,70860098,6,Referral,Sports Equipment,OH,North,Brand B,In-Store,Cash,Not Paid,Kathleen Barton
2021-09-05 06:33:39,21147327,55468216,1,Holiday Campaign,Sports Equipment,OH,West,Brand C,Phone,PayPal,Not Paid,Megan Foster
2020-02-24 09:01:59,550,95069,1,Holiday Campaign,Sports Equipment,GA,South,Brand C,Online Store,PayPal,Paid,Lauren Phillips
2023-09-17 06:08:28,6599,7338990,3,Email Promo,Electronics,OH,South,Brand C,Phone,Credit Card,Paid,Diane Vincent
2020-06-09 23:29:38,606839,653979337,1,Email Promo,Clothing,OH,South,Brand C,Phone,PayPal,Paid,Melissa Guerrero
2023-08-12 09:20:18,129,1672138,1,Referral,Books,FL,North,Brand E,Mobile App,PayPal,Paid,Samuel Robles
2023-09-16 04:40:35,246155,7566,1,Summer Sale,Clothing,TX,East,Brand D,Phone,Cash,Not Paid,Lee Simon
2020-03-11 09:46:18,505910,246,1,Email Promo,Sports Equipment,NY,West,Brand E,Mobile App,Credit Card,Paid,Tamara Santiago
2022-02-26 17:10:40,5856,42333,1,Email Promo,Clothing,IL,South,Brand D,Online Store,Cash,Not Paid,Julie Taylor
2020-01-07 19:15:07,4466802,89885047,1,Summer Sale,Electronics,IL,North,Brand E,In-Store,PayPal,Paid,Cameron Robertson
2021-02-01 03:59:57,55124,269438777,1,Referral,Electronics,MI,East,Brand D,Online Store,PayPal,Not Paid,Keith Allen
2021-06-22 04:41:21,80820617,250768849,1,Summer Sale,Sports Equipment,NY,East,Brand B,Phone,PayPal,Paid,Miss Haley Mendoza DVM
2022-09-28 12:19:43,231987,435691,1,Holiday Campaign,Books,IL,West,Brand A,In-Store,Cash,Not Paid,Natasha Miller
2023-02-27 19:24:37,6484769,169375515,1,Referral,Electronics,FL,South,Brand C,In-Store,PayPal,Paid,Elizabeth Jones
2023-05-06 07:48:50,7167939,763328,2,Referral,Clothing,NY,East,Brand B,Mobile App,Cash,Paid,Paul Wyatt
2020-02-16 23:40:53,505286,72936,1,Email Promo,Electronics,IL,East,Brand D,Phone,Cash,Not Paid,Levi Lopez
2021-11-04 18:44:59,7747870,30389016,1,Email Promo,Clothing,MI,North,Brand E,Phone,Cash,Paid,Rebecca Gonzalez MD
2020-03-09 16:47:56,2824592,388155728,1,Referral,Clothing,NC,West,Brand D,Online Store,Cash,Not Paid,Jamie Anderson
2023-04-21 23:34:09,66195,104505,7,Summer Sale,Sports Equipment,CA,North,Brand C,In-Store,PayPal,Paid,David Mckay
2022-12-16 07:14:32,16838025,79150758,1,Holiday Campaign,Books,MI,West,Brand C,Mobile App,PayPal,Not Paid,Kimberly Welch
2023-11-18 08:14:35,260240828,885295,1,Summer Sale,Electronics,NC,South,Brand E,Online Store,PayPal,Paid,Cory Johnson
2020-09-03 22:14:20,469,2622321,1,Email Promo,Books,PA,East,Brand D,In-Store,Credit Card,Not Paid,James Barnes
2020-07-13 02:10:10,191,31543792,1,Holiday Campaign,Electronics,TX,South,Brand B,Online Store,Cash,Not Paid,Miguel Garcia
2022-12-31 02:26:17,79030,8388942,1,Summer Sale,Sports Equipment,CA,South,Brand B,Phone,Credit Card,Paid,Phillip Townsend
2021-03-16 09:35:34,84802,27334377,1,Referral,Furniture,GA,North,Brand C,In-Store,Credit Card,Not Paid,Christian Williams
2020-03-07 12:18:59,303682531,8369,1,Holiday Campaign,Furniture,GA,West,Brand D,Online Store,Credit Card,Not Paid,Edward Lawson
2023-08-06 14:23:55,601700,601596,1,Referral,Furniture,NC,East,Brand E,Online Store,PayPal,Not Paid,Brian Mckay
2020-09-11 05:30:57,9812,545002,1,Holiday Campaign,Clothing,TX,West,Brand E,Mobile App,Cash,Paid,Frederick Taylor
2022-02-18 06:43:38,23720809,562400867,7,Holiday Campaign,Electronics,OH,West,Brand E,Online Store,PayPal,Not Paid,Scott Young
2021-03-25 15:46:32,634,885391877,8,Email Promo,Books,TX,South,Brand D,Mobile App,Credit Card,Not Paid,Richard Fuentes
2022-02-21 04:05:19,5449838,29499,1,Referral,Furniture,NY,West,Brand E,Online Store,Cash,Not Paid,Mark Spencer
2022-03-05 13:45:28,4420312,871181593,8,Referral,Electronics,TX,North,Brand C,Phone,PayPal,Paid,George Baker
2021-06-17 10:58:17,141622487,20036069,1,Summer Sale,Electronics,CA,East,Brand B,In-Store,PayPal,Paid,Lindsey Ramos
2022-02-05 07:41:08,514898,6836,1,Summer Sale,Electronics,GA,North,Brand C,Phone,Cash,Paid,Donna Lee
2022-10-25 14:05:15,364392709,6860,1,Email Promo,Furniture,FL,East,Brand C,Online Store,PayPal,Not Paid,Richard Hensley
2020-11-07 13:33:37,870504940,566545932,1,Referral,Clothing,MI,East,Brand C,Online Store,PayPal,Paid,Thomas Mitchell
2020-04-13 02:52:49,4188446,58913362,1,Holiday Campaign,Clothing,MI,West,Brand E,Phone,Credit Card,Not Paid,Terry Moore
2022-01-23 06:29:18,7792447,35732,1,Referral,Sports Equipment,NY,East,Brand E,Mobile App,Cash,Not Paid,Valerie Pearson
2023-12-29 10:47:20,19826,38079,1,Holiday Campaign,Sports Equipment,OH,West,Brand B,Phone,PayPal,Paid,Mark Reeves
2022-10-20 21:48:59,235,39580,8,Email Promo,Clothing,MI,South,Brand D,Online Store,PayPal,Not Paid,Barbara Stanton
2022-05-14 15:45:21,92424,478,7,Referral,Electronics,TX,East,Brand A,Phone,Credit Card,Not Paid,Thomas Campbell
2020-01-27 13:28:04,50193693,1833,7,Holiday Campaign,Sports Equipment,MI,South,Brand B,In-Store,Credit Card,Paid,Amanda Kennedy
2020-11-01 17:58:20,642390052,870812,1,Summer Sale,Furniture,PA,East,Brand B,In-Store,PayPal,Not Paid,Pamela Todd
2021-10-25 02:11:57,5825115,694464477,4,Summer Sale,Electronics,OH,East,Brand E,Online Store,PayPal,Paid,Robert Caldwell
2022-07-15 08:25:39,669014172,2772,7,Summer Sale,Furniture,FL,East,Brand D,Online Store,Cash,Not Paid,Joseph Rowe
2023-06-15 20:40:56,772386,7238,1,Summer Sale,Sports Equipment,CA,North,Brand D,Online Store,Cash,Not Paid,Kimberly Hall
2022-04-15 17:23:23,1289,76780,1,Email Promo,Furniture,PA,North,Brand B,In-Store,Cash,Not Paid,Lauren Barber
2020-08-24 15:33:28,239,27551758,1,Holiday Campaign,Books,NY,East,Brand A,Phone,Cash,Paid,Lisa Ruiz
2020-07-25 01:39:32,502233161,3820,1,Holiday Campaign,Books,IL,North,Brand D,Online Store,PayPal,Paid,Jennifer Barrera
2022-04-12 16:50:29,6291,887972,4,Referral,Electronics,GA,West,Brand D,In-Store,Credit Card,Not Paid,Gary Riggs
2020-07-02 13:06:30,442301016,12345131,1,Holiday Campaign,Electronics,IL,East,Brand B,Phone,Cash,Not Paid,Roberto Vasquez
2022-01-24 18:32:44,250701,6788843,9,Email Promo,Books,NC,South,Brand E,Online Store,PayPal,Paid,John Hansen
2020-11-28 19:35:20,189327,27675,2,Referral,Sports Equipment,PA,East,Brand A,Online Store,Credit Card,Not Paid,Paul Miller
2023-12-07 03:28:59,846458801,535,1,Email Promo,Sports Equipment,NY,South,Brand E,Mobile App,Cash,Not Paid,Jennifer Winters
2020-08-21 22:16:21,877879347,453,8,Referral,Clothing,OH,East,Brand B,Mobile App,Credit Card,Not Paid,Michael Roy
2020-03-29 16:11:26,88868528,46866809,1,Referral,Furniture,OH,South,Brand D,In-Store,Credit Card,Not Paid,Julia Noble
2021-08-02 23:00:18,624477,6219,1,Summer Sale,Furniture,GA,West,Brand D,In-Store,Credit Card,Paid,Matthew Reeves
2021-03-19 01:59:58,518,3235747,10,Referral,Clothing,NC,South,Brand A,Mobile App,PayPal,Not Paid,Leslie Young
2023-08-13 03:40:23,7218336,963,1,Email Promo,Furniture,FL,North,Brand A,Phone,Cash,Paid,Sandra Kennedy
2022-07-20 00:08:03,871645,32172998,1,Holiday Campaign,Clothing,GA,North,Brand A,In-Store,PayPal,Not Paid,Corey Mejia
2020-10-18 10:06:03,51384448,76486,1,Holiday Campaign,Sports Equipment,PA,West,Brand C,In-Store,Credit Card,Not Paid,Tracey Green
2020-10-30 02:58:05,82390965,555152,9,Summer Sale,Furniture,GA,West,Brand E,Phone,Cash,Not Paid,Mary Flowers
2022-02-17 23:35:08,227670,938848,6,Email Promo,Electronics,PA,South,Brand B,Online Store,Cash,Not Paid,Stephanie Miller
2023-08-07 01:24:26,481900,91768,1,Holiday Campaign,Sports Equipment,IL,West,Brand A,Phone,Credit Card,Not Paid,Toni Nolan
2021-01-08 06:41:53,18622955,12698194,2,Referral,Electronics,OH,South,Brand C,Online Store,PayPal,Not Paid,Alexis Holland
2023-09-07 08:29:14,35500,5603931,1,Referral,Books,NY,West,Brand A,Mobile App,Credit Card,Not Paid,Michelle Garcia
2021-01-09 22:41:51,343337,7590,1,Holiday Campaign,Sports Equipment,FL,North,Brand D,In-Store,Cash,Not Paid,Aaron Hall
2022-10-16 06:50:08,104892,83863,1,Email Promo,Electronics,GA,North,Brand D,Phone,Credit Card,Paid,Mr. Michael Nelson DVM
2020-02-22 03:53:29,30234,48853,1,Email Promo,Books,GA,East,Brand A,In-Store,PayPal,Paid,Denise Davidson
2022-12-07 10:04:11,9107213,458,1,Holiday Campaign,Books,PA,South,Brand D,Online Store,Credit Card,Paid,Joseph Brady
2022-08-26 07:00:57,48793772,22512035,1,Referral,Books,PA,North,Brand A,Online Store,Credit Card,Not Paid,Patrick Thompson
2023-01-23 21:40:43,5640,177,1,Referral,Sports Equipment,MI,East,Brand D,Mobile App,PayPal,Paid,Edward Page DVM
2021-02-16 12:15:55,716054,42485650,1,Email Promo,Books,GA,North,Brand C,Mobile App,Credit Card,Paid,Justin Martin
2023-06-06 08:15:46,10972,7576439,1,Email Promo,Furniture,CA,West,Brand D,Phone,Cash,Paid,John Soto Jr.
2021-01-24 06:33:31,4114580,4338,1,Email Promo,Electronics,NY,North,Brand B,In-Store,Cash,Paid,Debra Moss
2023-08-20 18:24:42,6296417,8083873,4,Summer Sale,Books,MI,East,Brand B,In-Store,PayPal,Not Paid,Ryan Bush
2020-10-26 09:40:00,6042,6844,1,Email Promo,Sports Equipment,TX,West,Brand B,Online Store,Credit Card,Not Paid,William Bennett
2020-12-27 21:19:11,31936514,109,9,Summer Sale,Sports Equipment,NC,North,Brand D,Mobile App,Credit Card,Paid,Anthony Baker
2020-12-13 00:31:54,4601576,1823822,1,Summer Sale,Clothing,CA,East,Brand E,In-Store,Cash,Paid,Edward Adams
2021-11-30 08:59:25,344,755127636,1,Summer Sale,Clothing,OH,South,Brand D,Online Store,Cash,Not Paid,Christopher Mcclure
