Date,Customer ID,Order ID,Order Amount,Marketing Campaign,Product Launch,City,Payment Method,Customer Segment,Sales Representative,Discount Applied
2022-07-18 04:37:32,64911,64864,1294.91,Holiday Campaign,Yes,Oklahoma City,PayPal,Regular Customer,Richard White,No
2020-10-27 17:40:46,473671974,9810839,519.76,Email Promo,Yes,Memphis,Credit Card,New Customer,Richard White,No
2023-06-20 12:31:13,8348,882568560,1998.34,Summer Sale,No,Los Angeles,PayPal,New Customer,Sandra Adams,No
2021-11-20 23:24:56,461312731,43085,1270.212,Summer Sale,Yes,New York,PayPal,Loyal Customer,Joseph Martin,No
2023-12-17 22:40:53,258891392,95979,1427.088,Referral,No,Columbus,Credit Card,Regular Customer,George Harris,No
2023-08-23 20:23:19,4788393,18314,76.13,Email Promo,Yes,Las Vegas,Cash,Regular Customer,Thomas Turner,Yes
2021-07-30 14:38:05,12850804,93614726,380.19,Holiday Campaign,No,Detroit,PayPal,Regular Customer,Margaret Young,No
2020-06-01 04:53:51,397372101,142311725,1102.71,Referral,No,Jacksonville,Credit Card,High-Value Customer,Thomas Turner,No
2022-10-07 21:33:08,1293,150,1400.81,Referral,No,Milwaukee,Credit Card,Regular Customer,Karen Lewis,No
2023-06-23 03:03:09,4431207,13970,126.76,Holiday Campaign,Yes,San Francisco,Cash,Regular Customer,Elizabeth Davis,No
2021-10-09 06:51:27,396474,39012,276.63,Email Promo,Yes,Dallas,Cash,Regular Customer,Edward Torres,No
2022-05-20 22:49:40,604063759,2425763,986.27,Holiday Campaign,No,Seattle,PayPal,High-Value Customer,John Smith,No
2023-09-23 21:38:22,6979258,95969,494.901,Referral,No,Baltimore,Cash,Regular Customer,Steven Wright,No
2023-02-23 16:42:35,45301,62490,2158.8959999999997,Email Promo,Yes,Phoenix,Cash,New Customer,William Taylor,No
2022-09-23 05:10:45,78911,717066630,163.96,Referral,No,Dallas,Credit Card,Regular Customer,Daniel Scott,No
2023-05-19 12:54:48,861104,826572,76.17,Holiday Campaign,Yes,Denver,Cash,Loyal Customer,Paul Rodriguez,Yes
2023-01-24 15:34:41,266052805,2558318,126.75599999999999,Holiday Campaign,Yes,Milwaukee,PayPal,Loyal Customer,William Taylor,No
2023-05-29 09:24:57,16639807,615,1333.5030000000002,Referral,Yes,Seattle,Cash,New Customer,Betty Martinez,No
2020-05-27 16:25:56,434375,6966955,1970.65,Email Promo,Yes,Los Angeles,PayPal,High-Value Customer,Richard White,No
2022-10-31 11:38:05,9605512,852921101,112.85,Referral,Yes,San Diego,Cash,Regular Customer,Karen Lewis,No
2023-05-21 11:15:46,76617021,53545,1282.04,Referral,No,Louisville,Cash,New Customer,William Taylor,No
2022-12-31 16:09:24,10273038,3725,458.388,Email Promo,Yes,Philadelphia,PayPal,New Customer,Edward Torres,No
2023-10-25 19:55:43,65005748,598,1177.43,Email Promo,No,Jacksonville,Cash,High-Value Customer,David Hall,No
2022-11-23 15:17:29,4546055,3200056,1684.3464,Referral,Yes,Dallas,Cash,New Customer,William Taylor,No
2023-03-09 23:15:36,653707,24808967,872.1,Email Promo,No,Seattle,PayPal,Loyal Customer,Michael Wilson,No
2020-09-15 19:52:28,672378798,19287,135.67,Holiday Campaign,No,Memphis,Credit Card,Loyal Customer,Jennifer Jones,No
2020-01-15 14:31:07,54060,5221382,669.12,Holiday Campaign,No,Oklahoma City,Cash,New Customer,Lisa Garcia,No
2021-01-30 19:03:57,471,6249,1664.0207999999998,Summer Sale,Yes,Phoenix,Credit Card,New Customer,Elizabeth Davis,No
2020-06-02 22:55:20,86766299,154,752.283,Summer Sale,No,Austin,PayPal,High-Value Customer,Daniel Scott,No
2021-02-27 11:04:51,881281399,45814198,1959.012,Holiday Campaign,No,Dallas,PayPal,New Customer,Ashley Perez,No
2022-12-28 11:15:29,26828846,5598882,1644.696,Email Promo,Yes,Los Angeles,PayPal,Regular Customer,John Smith,No
2022-12-26 01:30:42,7874130,4415228,345.576,Email Promo,No,Portland,Cash,Regular Customer,Charles Anderson,No
2022-02-15 18:23:47,703,87319,1022.928,Summer Sale,No,Washington,PayPal,Loyal Customer,Michael Wilson,No
2021-04-03 23:19:12,599,46830,1634.91,Referral,No,Nashville,Cash,Regular Customer,Charles Anderson,No
2020-01-29 12:20:42,84395,382,2287.8599999999997,Email Promo,No,Washington,Credit Card,High-Value Customer,Mary Johnson,No
2022-05-17 12:31:44,894737,4812,846.0,Referral,Yes,Milwaukee,PayPal,High-Value Customer,Donna Brooks,No
2022-01-27 07:05:04,6730952,743300,1613.4959999999999,Holiday Campaign,No,New York,PayPal,Regular Customer,Kenneth Nelson,No
2020-12-20 02:50:51,812241,940072,439.66799999999995,Email Promo,Yes,Jacksonville,Cash,High-Value Customer,Carol Hall,No
2020-11-22 15:56:52,894043,985670757,549.7092,Summer Sale,Yes,Washington,Credit Card,Loyal Customer,John Smith,No
2020-10-20 06:45:40,854450862,59890,984.66,Referral,No,Denver,PayPal,Loyal Customer,Richard White,No
2022-01-07 07:51:57,56020,488336777,1851.492,Email Promo,No,Detroit,PayPal,High-Value Customer,Robert Lee,No
2022-07-01 12:13:49,6424069,88656,1090.27,Summer Sale,No,Houston,Credit Card,New Customer,Sandra Adams,No
2022-01-01 18:06:53,590,625677,792.9719999999999,Email Promo,No,Fort Worth,Credit Card,New Customer,Betty Martinez,No
2021-11-29 12:32:43,728853837,203178,941.1719999999999,Summer Sale,Yes,Jacksonville,Cash,New Customer,Joseph Martin,No
2021-05-14 10:27:54,546393101,6925908,1757.052,Referral,No,Philadelphia,Cash,High-Value Customer,Betty Martinez,No
2020-11-12 20:39:15,18127,65736957,1762.3655999999999,Holiday Campaign,Yes,Charlotte,Cash,Loyal Customer,Mary Johnson,No
2023-08-16 11:02:53,552,913338,1608.34,Summer Sale,Yes,San Diego,Credit Card,Regular Customer,Ashley Perez,No
2022-11-18 03:24:40,731945241,28870,2288.604,Holiday Campaign,No,Columbus,Credit Card,High-Value Customer,Elizabeth Davis,No
2020-11-27 08:08:03,485,999,445.056,Holiday Campaign,Yes,Nashville,Credit Card,Regular Customer,Michael Wilson,No
2021-07-08 21:46:53,759120379,9814671,1546.641,Holiday Campaign,Yes,Nashville,Credit Card,Loyal Customer,Sandra Adams,No
2022-05-10 17:38:34,3471,9211948,835.49,Referral,No,Memphis,PayPal,Loyal Customer,Thomas Turner,No
2021-11-01 22:48:59,425768,997284684,1696.5959999999998,Email Promo,No,Nashville,Credit Card,Loyal Customer,Mark Walker,No
2022-01-27 20:13:09,465214529,840924348,786.576,Referral,Yes,Jacksonville,Credit Card,New Customer,Margaret Young,No
2023-03-29 04:25:05,6968,6945,1167.759,Referral,No,Dallas,Cash,Loyal Customer,Susan Harris,No
2023-06-30 12:50:14,71924258,6250456,1415.49,Summer Sale,Yes,Philadelphia,Credit Card,Regular Customer,Linda Clark,No
2020-07-16 01:18:07,256280679,46049,147.63,Holiday Campaign,Yes,San Diego,Credit Card,High-Value Customer,Mary Johnson,No
2020-01-07 01:53:15,4830,3268739,2078.7948,Email Promo,No,San Antonio,PayPal,Regular Customer,Robert Lee,No
2023-08-14 18:58:02,366956318,9842805,153.22,Referral,Yes,New York,Credit Card,High-Value Customer,Karen Lewis,No
2022-07-21 09:20:02,45092,9128891,1708.31,Summer Sale,Yes,Boston,PayPal,Regular Customer,Jessica Jackson,No
2020-01-22 19:09:28,49371,2505401,812.5704000000001,Referral,Yes,Oklahoma City,Cash,New Customer,Joseph Martin,No
2023-02-08 00:24:42,32647640,2103861,973.4639999999999,Email Promo,No,Las Vegas,Credit Card,Loyal Customer,Mary Johnson,No
2020-11-25 01:31:23,775556649,2175,1211.196,Referral,No,Baltimore,PayPal,New Customer,Ashley Perez,No
2023-03-07 05:28:09,530,785,862.29,Email Promo,No,Washington,PayPal,High-Value Customer,Jessica Jackson,No
2021-07-14 03:15:23,29586,278049,354.222,Holiday Campaign,Yes,Denver,PayPal,Loyal Customer,Linda Clark,No
2023-05-27 18:13:44,772565975,7584376,643.94,Referral,Yes,Jacksonville,Cash,Loyal Customer,John Smith,No
2023-07-19 10:39:04,4268,4499,1499.36,Holiday Campaign,Yes,Portland,Credit Card,New Customer,Kenneth Nelson,No
2022-01-04 21:39:48,892169307,15829730,572.352,Referral,Yes,Austin,PayPal,Regular Customer,Jennifer Jones,No
2023-11-12 08:57:34,5769,61721427,938.4359999999999,Holiday Campaign,Yes,Chicago,PayPal,Regular Customer,Margaret Young,No
2021-06-26 06:02:16,7103,75474,1725.516,Holiday Campaign,Yes,Washington,Cash,Regular Customer,Paul Rodriguez,No
2020-09-19 20:15:50,90575,18494671,329.47,Email Promo,Yes,Phoenix,Cash,Loyal Customer,Margaret Young,No
2022-12-19 06:59:03,34874,300743489,1483.56,Holiday Campaign,No,Memphis,Credit Card,Regular Customer,Sandra Adams,No
2023-01-17 20:56:17,66439425,818565062,1297.416,Email Promo,No,Charlotte,Cash,Loyal Customer,Elizabeth Davis,No
2021-01-28 09:34:36,1771,22197033,1870.7759999999998,Referral,No,Las Vegas,PayPal,High-Value Customer,James Brown,No
2023-01-31 11:25:20,7437,2663,1320.348,Referral,Yes,Louisville,Cash,High-Value Customer,Betty Martinez,No
2023-05-30 00:30:18,47737,62134127,684.37,Email Promo,Yes,Philadelphia,Cash,Loyal Customer,Nancy Moore,No
2023-03-26 04:11:29,54028092,625,1305.47,Holiday Campaign,Yes,Louisville,PayPal,High-Value Customer,Michael Wilson,No
2022-08-01 07:06:54,6841810,750,666.14,Summer Sale,Yes,Phoenix,Cash,High-Value Customer,Daniel Scott,No
2022-03-06 11:32:36,76290809,892468,1725.45,Holiday Campaign,No,New York,Credit Card,New Customer,Jennifer Jones,No
2022-03-22 07:01:40,2084,199022185,1840.8,Referral,Yes,New York,PayPal,New Customer,Susan Harris,No
2021-01-06 05:12:56,390,93861014,877.4159999999999,Referral,Yes,Dallas,PayPal,High-Value Customer,Kenneth Nelson,No
2020-02-09 02:48:41,110,95667,266.868,Holiday Campaign,No,Philadelphia,Cash,New Customer,Thomas Turner,No
2022-03-24 00:58:06,1782810,2075,241.85,Email Promo,No,Baltimore,Cash,Loyal Customer,Donna Brooks,No
2023-07-15 08:50:09,119807,7686216,461.26,Email Promo,No,Louisville,Credit Card,Loyal Customer,Michael Wilson,No
2023-01-29 09:15:35,2936,28265,562.524,Summer Sale,No,Fort Worth,Credit Card,High-Value Customer,Elizabeth Davis,No
2023-08-08 10:44:59,654,736049,1783.8,Summer Sale,No,New York,Credit Card,High-Value Customer,Lisa Garcia,No
2020-01-05 12:13:03,77178411,5646787,1463.988,Referral,Yes,San Antonio,Cash,Regular Customer,James Brown,No
2022-03-17 23:21:47,741,62184335,77.76,Email Promo,Yes,Columbus,Credit Card,High-Value Customer,Karen Lewis,Yes
2021-03-06 16:06:49,31318,25417000,838.62,Summer Sale,Yes,Austin,Cash,Loyal Customer,Nancy Moore,No
2020-02-26 13:09:30,419118,619850,783.156,Referral,Yes,Detroit,Cash,New Customer,Daniel Scott,No
2023-12-06 10:37:09,3123,1289,135.504,Summer Sale,Yes,Boston,Cash,Loyal Customer,Patricia Miller,No
2020-08-03 08:06:23,41702,3711,1293.09,Holiday Campaign,Yes,New York,Credit Card,Regular Customer,Robert Lee,No
2023-06-21 15:13:13,15193039,63635283,1246.83,Summer Sale,Yes,Portland,PayPal,High-Value Customer,Carol Hall,No
2023-09-06 02:00:42,1212,438810,1197.41,Summer Sale,No,San Francisco,Cash,Regular Customer,Susan Harris,No
2021-01-31 09:53:45,796,958908506,253.06799999999998,Email Promo,No,Nashville,PayPal,Loyal Customer,Patricia Miller,No
2021-04-30 07:44:04,79977,331676,1171.04,Holiday Campaign,Yes,Las Vegas,Credit Card,New Customer,Brian Mitchell,No
2023-12-09 02:19:54,3050994,642504189,769.536,Email Promo,Yes,Charlotte,Cash,Loyal Customer,Dorothy King,No
2021-01-19 03:12:54,25991591,7577870,577.2239999999999,Summer Sale,Yes,Louisville,Cash,High-Value Customer,Elizabeth Davis,No
2023-10-08 06:30:28,136866,8035,1817.53,Referral,No,Dallas,PayPal,New Customer,Karen Lewis,No
2020-01-27 09:30:36,3181,6488786,862.764,Summer Sale,Yes,Austin,PayPal,High-Value Customer,Brian Mitchell,No
2022-02-27 06:36:26,42425,985264,256.908,Holiday Campaign,Yes,Boston,Credit Card,High-Value Customer,Brian Mitchell,No
2023-09-12 19:25:56,52872,946808529,1283.93,Holiday Campaign,No,Seattle,Cash,Loyal Customer,David Hall,No
2020-09-03 05:05:56,748043,988296,380.44800000000004,Summer Sale,No,Seattle,Credit Card,Regular Customer,Linda Clark,No
2020-12-29 13:37:50,369,57924168,1295.514,Referral,Yes,Memphis,PayPal,Loyal Customer,Ashley Perez,No
2023-04-11 03:34:15,17961,442,1074.66,Holiday Campaign,Yes,Nashville,Cash,Regular Customer,Steven Wright,No
2021-08-16 15:11:46,9469098,845,1954.92,Email Promo,Yes,Washington,Credit Card,New Customer,Carol Hall,No
2022-08-27 06:56:11,686353467,3849,1813.33,Holiday Campaign,Yes,Dallas,PayPal,Regular Customer,Sandra Adams,No
2020-05-18 23:10:01,8345,344002,1362.86,Holiday Campaign,Yes,Charlotte,PayPal,New Customer,Carol Hall,No
2020-03-01 21:36:49,4877,930844,509.93100000000004,Email Promo,No,Indianapolis,Cash,Loyal Customer,William Taylor,No
2021-04-30 01:18:57,8842873,288,1086.4,Holiday Campaign,No,Boston,PayPal,Regular Customer,Sandra Adams,No
2023-06-28 23:02:01,350458,450,1722.58,Email Promo,Yes,Louisville,Cash,Loyal Customer,Jessica Jackson,No
2023-04-04 09:58:59,4320967,3994,1179.93,Holiday Campaign,Yes,Detroit,Credit Card,Loyal Customer,Steven Wright,No
2022-03-27 00:54:35,681036,946700,867.21,Email Promo,Yes,Nashville,PayPal,New Customer,Joseph Martin,No
2023-05-20 07:41:56,3192569,541,1399.0,Email Promo,No,San Antonio,PayPal,Loyal Customer,Steven Wright,No
2020-08-05 09:00:28,63269,16080,1355.57,Email Promo,No,New York,Credit Card,High-Value Customer,Brian Mitchell,No
2023-03-02 04:15:58,415289,967143,1548.38,Summer Sale,Yes,Columbus,PayPal,New Customer,Ashley Perez,No
2022-01-13 23:54:48,83791917,44049568,705.864,Email Promo,No,Indianapolis,PayPal,New Customer,Dorothy King,No
2022-08-08 00:47:43,37811,2136,823.07,Referral,Yes,Seattle,PayPal,Regular Customer,Carol Hall,No
2022-05-22 17:43:56,9649,2831,1944.83,Email Promo,No,Boston,PayPal,New Customer,Steven Wright,No
2022-02-20 08:05:11,11426509,88477473,1571.604,Holiday Campaign,Yes,Phoenix,Credit Card,New Customer,Elizabeth Davis,No
2020-01-26 04:09:42,2111880,61218086,1417.356,Email Promo,Yes,Columbus,Cash,New Customer,Sandra Adams,No
2021-04-11 06:55:18,7334,77021533,1474.596,Email Promo,Yes,Columbus,PayPal,High-Value Customer,George Harris,No
2022-11-13 15:20:23,68034550,581563,1859.2319999999997,Email Promo,Yes,Phoenix,Cash,Regular Customer,Lisa Garcia,No
2022-04-29 22:17:08,8349,2744622,418.31,Referral,No,Milwaukee,Cash,Regular Customer,Margaret Young,No
2020-03-13 01:13:18,95574,539778127,1679.03,Summer Sale,Yes,Milwaukee,Cash,High-Value Customer,Mark Walker,No
2021-04-20 01:00:42,589,88411333,1006.27,Holiday Campaign,No,Seattle,Cash,High-Value Customer,David Hall,No
2021-06-19 10:50:16,375,472593045,1476.018,Holiday Campaign,Yes,Jacksonville,Credit Card,High-Value Customer,Michael Wilson,No
2021-05-04 01:01:58,6381356,7358,1656.342,Summer Sale,No,Nashville,PayPal,High-Value Customer,Charles Anderson,No
2021-03-18 05:42:53,499087373,492,1159.66,Holiday Campaign,Yes,Los Angeles,Cash,New Customer,Karen Lewis,No
2021-08-19 09:34:22,921734,802492,119.68,Holiday Campaign,Yes,San Antonio,PayPal,New Customer,Betty Martinez,No
2022-03-16 08:42:33,953774232,289482571,111.49,Holiday Campaign,Yes,Memphis,Cash,Regular Customer,Michael Wilson,No
2020-01-25 11:05:18,307978,26183,1450.572,Holiday Campaign,No,Charlotte,PayPal,High-Value Customer,Betty Martinez,No
2020-07-15 13:25:35,35792,97527,1895.17,Email Promo,Yes,San Antonio,Cash,Regular Customer,James Brown,No
2023-08-08 07:05:47,8342571,9015520,1343.93,Email Promo,Yes,Portland,PayPal,New Customer,Daniel Scott,No
2021-01-16 04:40:33,715864046,976,2184.0,Referral,No,Nashville,Cash,Loyal Customer,Mary Johnson,No
2021-07-15 07:15:45,792,762,1478.592,Holiday Campaign,No,Columbus,Cash,Loyal Customer,Mark Walker,No
2023-01-12 06:02:01,321,575371,2311.428,Holiday Campaign,Yes,Columbus,Credit Card,Loyal Customer,Betty Martinez,No
2021-10-01 02:55:44,11359331,857210,1968.2,Summer Sale,No,Boston,Credit Card,Regular Customer,Mary Johnson,No
2020-01-08 11:41:06,96516,11497,2162.484,Holiday Campaign,Yes,Columbus,Cash,Loyal Customer,Sandra Adams,No
2021-01-03 13:37:25,6880885,83248,114.696,Email Promo,Yes,San Francisco,Cash,Loyal Customer,Dorothy King,No
2023-12-11 01:09:22,963257,725485,1226.8584,Email Promo,No,Austin,Credit Card,Regular Customer,Elizabeth Davis,No
2021-08-04 16:30:16,3774033,7506,1709.27,Referral,Yes,Portland,PayPal,New Customer,Betty Martinez,No
2020-06-30 12:09:55,2834167,8803103,1287.03,Holiday Campaign,No,Charlotte,PayPal,New Customer,William Taylor,No
2020-05-12 01:59:31,994079293,282156605,580.92,Email Promo,Yes,Columbus,Credit Card,New Customer,Margaret Young,No
2023-03-06 23:48:40,4619,1487,1215.97,Summer Sale,No,Las Vegas,PayPal,High-Value Customer,Joseph Martin,No
2023-12-14 00:07:11,5019450,189,517.572,Email Promo,No,Louisville,Cash,Loyal Customer,Robert Lee,No
2020-03-24 02:00:03,481415453,135,543.74,Referral,No,Baltimore,Cash,Loyal Customer,Dorothy King,No
2023-03-19 16:48:59,696742,40778,787.12,Email Promo,Yes,Portland,Credit Card,New Customer,Lisa Garcia,No
2020-09-23 01:37:47,73469719,1830076,1498.42,Summer Sale,Yes,Austin,Credit Card,New Customer,Edward Torres,No
2023-02-07 11:54:54,37437,44616846,296.268,Holiday Campaign,Yes,Jacksonville,Cash,New Customer,David Hall,No
2020-01-16 09:33:26,32285,3527,993.564,Referral,Yes,San Diego,PayPal,New Customer,George Harris,No
2022-07-12 09:22:35,13144,2805,561.63,Email Promo,Yes,Seattle,Credit Card,Regular Customer,Dorothy King,No
2023-12-03 20:58:19,849,631456485,1878.0359999999998,Holiday Campaign,No,Baltimore,Credit Card,Regular Customer,Nancy Moore,No
2021-04-25 11:24:04,29370,473387371,1823.95,Summer Sale,Yes,Dallas,PayPal,Loyal Customer,Jessica Jackson,No
2022-01-14 23:21:17,755423,878769923,570.096,Summer Sale,No,Columbus,PayPal,New Customer,Edward Torres,No
2023-10-26 10:46:31,579,265290052,586.17,Summer Sale,No,Dallas,PayPal,High-Value Customer,Jennifer Jones,No
2022-01-10 04:26:28,6735068,6756356,1439.6879999999999,Email Promo,Yes,Oklahoma City,Cash,New Customer,Mary Johnson,No
2020-11-07 23:14:53,77068267,976618185,84.204,Referral,No,Seattle,Credit Card,Regular Customer,Ashley Perez,Yes
2021-10-25 02:05:17,83987674,20948,377.97,Summer Sale,Yes,Dallas,PayPal,Loyal Customer,Mark Walker,No
2020-05-04 10:59:44,2326543,545,513.25,Email Promo,No,Austin,Cash,New Customer,Robert Lee,No
2020-05-15 01:10:40,77605,327435,1937.01,Summer Sale,No,Boston,Cash,Loyal Customer,David Hall,No
2022-04-09 10:39:44,904527888,5639476,275.31,Email Promo,Yes,Louisville,Credit Card,High-Value Customer,Elizabeth Davis,No
2022-08-19 12:11:02,43563,245201,1506.7,Email Promo,Yes,Portland,Cash,New Customer,Lisa Garcia,No
2023-09-09 21:46:45,93863,307458795,864.79,Holiday Campaign,Yes,Houston,Credit Card,Regular Customer,Brian Mitchell,No
2021-10-24 11:48:51,2694881,5781026,532.07,Holiday Campaign,Yes,Seattle,Credit Card,Regular Customer,Mary Johnson,No
2020-01-26 22:40:19,70447,832092,52.5528,Referral,No,Fort Worth,Cash,Regular Customer,Paul Rodriguez,Yes
2022-08-30 09:24:50,3419066,121826,1364.094,Email Promo,Yes,Fort Worth,PayPal,High-Value Customer,Margaret Young,No
2022-06-18 08:54:10,5910,12509,1169.67,Email Promo,Yes,Dallas,Credit Card,Loyal Customer,Karen Lewis,No
2020-11-12 09:39:57,9290804,876,1646.5079999999998,Holiday Campaign,Yes,Houston,PayPal,Loyal Customer,Susan Harris,No
2022-05-05 02:12:59,5272358,3654279,1085.53,Referral,Yes,Indianapolis,PayPal,New Customer,Jennifer Jones,No
2023-01-27 00:11:51,8909,633,876.864,Email Promo,No,San Antonio,PayPal,Loyal Customer,Paul Rodriguez,No
2023-05-07 12:01:08,71918,8859,295.857,Holiday Campaign,No,Memphis,PayPal,High-Value Customer,Betty Martinez,No
2022-07-12 10:11:01,7882,60618,103.941,Holiday Campaign,Yes,Memphis,Cash,Loyal Customer,Lisa Garcia,No
2022-03-28 20:10:50,14150190,2570,1404.981,Email Promo,Yes,Columbus,Cash,High-Value Customer,Thomas Turner,No
2021-08-16 10:38:41,8309,387535,399.888,Summer Sale,Yes,Indianapolis,Cash,New Customer,Richard White,No
2021-07-26 19:21:43,7672901,6752928,1363.4640000000002,Email Promo,No,Chicago,Cash,High-Value Customer,Lisa Garcia,No
2023-06-22 01:52:06,165973673,6913,540.873,Referral,No,Denver,PayPal,Loyal Customer,William Taylor,No
2022-02-20 07:26:21,136560584,3483,1109.508,Referral,Yes,Austin,PayPal,Regular Customer,Linda Clark,No
2023-10-06 06:44:34,624,67822,1807.76,Email Promo,Yes,Fort Worth,PayPal,New Customer,Joseph Martin,No
2021-08-04 10:44:23,1351,8259,1836.06,Holiday Campaign,Yes,Washington,Credit Card,New Customer,Karen Lewis,No
2022-08-11 18:06:25,94882,5104,359.67,Holiday Campaign,Yes,Memphis,PayPal,Regular Customer,Robert Lee,No
2022-11-28 23:42:09,45039558,816,2271.264,Holiday Campaign,No,Charlotte,Cash,Regular Customer,James Brown,No
2022-04-22 20:04:53,2886,275391729,1107.2,Holiday Campaign,No,Nashville,Credit Card,Loyal Customer,Sandra Adams,No
2022-03-22 16:47:46,2517024,7346,545.77,Email Promo,No,Charlotte,Cash,Regular Customer,Daniel Scott,No
2022-04-30 23:53:42,664703859,40821,1243.3,Email Promo,Yes,Houston,Cash,New Customer,Joseph Martin,No
2023-10-26 19:10:37,2617,997569894,1253.48,Summer Sale,No,Jacksonville,PayPal,New Customer,John Smith,No
2023-03-14 20:14:39,744382,592395,800.2529999999999,Summer Sale,No,San Jose,PayPal,Loyal Customer,Karen Lewis,No
2020-04-26 17:06:44,50733,61674879,1180.215,Holiday Campaign,Yes,Columbus,PayPal,Regular Customer,Thomas Turner,No
2021-04-25 18:44:45,14097857,5038,1003.1,Referral,No,Milwaukee,PayPal,Regular Customer,Charles Anderson,No
2022-01-05 22:08:49,95293,6562,1365.888,Summer Sale,No,Baltimore,Credit Card,High-Value Customer,Betty Martinez,No
2021-05-14 10:13:17,476729913,326883,1825.24,Holiday Campaign,Yes,Washington,Cash,Regular Customer,Mark Walker,No
2021-11-07 16:15:49,8746199,9326,1920.3359999999998,Email Promo,Yes,Denver,Cash,Loyal Customer,David Hall,No
2021-09-26 17:02:29,651964085,5424279,1392.7,Email Promo,Yes,Las Vegas,Credit Card,Loyal Customer,Dorothy King,No
2021-12-08 22:45:11,6675,61326146,783.8280000000001,Holiday Campaign,No,Portland,Credit Card,Loyal Customer,Jennifer Jones,No
2022-03-09 15:35:50,241,534481,713.02,Referral,No,San Antonio,Credit Card,New Customer,Daniel Scott,No
2022-03-04 15:32:56,3113,59126766,712.49,Summer Sale,Yes,Baltimore,Cash,New Customer,George Harris,No
2022-05-22 19:57:35,69206,617370,93.78,Referral,No,Indianapolis,Cash,High-Value Customer,Elizabeth Davis,Yes
2023-08-23 21:26:28,71408892,343781,779.3,Summer Sale,No,Oklahoma City,Cash,Regular Customer,Ashley Perez,No
2021-05-09 16:24:44,1477,4207089,285.4,Summer Sale,Yes,Baltimore,Cash,High-Value Customer,Jennifer Jones,No
2021-12-29 06:13:55,1006145,61683,2009.604,Holiday Campaign,No,Washington,Credit Card,Regular Customer,Karen Lewis,No
2023-06-13 01:57:08,28354,67862,538.677,Referral,No,San Francisco,Cash,High-Value Customer,Jessica Jackson,No
2021-06-12 00:02:57,534,15776,1397.457,Referral,Yes,Los Angeles,PayPal,New Customer,Daniel Scott,No
2022-05-15 13:54:31,91,6379515,812.52,Referral,No,Denver,Credit Card,Loyal Customer,James Brown,No
2023-06-04 11:29:20,15233,5762257,1172.142,Holiday Campaign,No,San Diego,PayPal,Loyal Customer,Daniel Scott,No
2021-04-15 05:04:49,970265,43392160,1592.9,Referral,Yes,Indianapolis,PayPal,High-Value Customer,Betty Martinez,No
2022-09-25 22:20:08,3770,3978,267.15,Email Promo,No,Houston,PayPal,New Customer,Elizabeth Davis,No
2023-07-14 03:45:32,440661,8244293,287.86,Email Promo,Yes,Portland,PayPal,New Customer,Margaret Young,No
2021-11-25 05:15:19,984067853,2942,339.606,Holiday Campaign,No,Houston,PayPal,Regular Customer,Daniel Scott,No
2020-09-10 00:38:46,62398,75575374,892.05,Email Promo,No,Charlotte,PayPal,Loyal Customer,Mary Johnson,No
2023-05-03 17:23:54,43501,73129071,231.0,Email Promo,Yes,Seattle,PayPal,Loyal Customer,Daniel Scott,No
2021-09-08 03:16:52,9978,30265116,109.07,Referral,Yes,Oklahoma City,Credit Card,New Customer,Karen Lewis,No
2021-08-30 13:03:32,5723,9524800,914.409,Referral,Yes,Fort Worth,Cash,New Customer,George Harris,No
2020-06-14 16:16:13,2356674,982958,428.41,Summer Sale,No,Houston,Credit Card,High-Value Customer,Michael Wilson,No
2023-05-06 05:05:26,345848,2901273,1627.46,Referral,Yes,Milwaukee,Cash,Loyal Customer,Michael Wilson,No
2023-10-01 03:10:13,314944,19,928.48,Referral,Yes,Charlotte,Cash,High-Value Customer,William Taylor,No
2020-08-05 20:10:22,799053,200247,1381.52,Referral,No,Louisville,PayPal,Loyal Customer,John Smith,No
2021-09-05 09:48:49,5410,287,13.88,Holiday Campaign,No,San Jose,Cash,High-Value Customer,Jessica Jackson,Yes
2020-09-07 01:49:40,19008,641704847,342.24,Summer Sale,No,Houston,Cash,New Customer,Donna Brooks,No
2020-10-28 12:25:41,1565527,64942666,1319.19,Email Promo,No,San Diego,Cash,High-Value Customer,Daniel Scott,No
2022-04-13 16:35:57,7694365,935665,260.0,Referral,Yes,Nashville,Cash,Regular Customer,Susan Harris,No
2021-05-07 12:13:33,26987,506784280,734.82,Email Promo,No,Boston,PayPal,High-Value Customer,Nancy Moore,No
2023-05-04 12:47:04,39676,98165,1476.58,Summer Sale,Yes,San Jose,PayPal,Loyal Customer,Edward Torres,No
2021-09-29 06:15:30,71965446,204041,512.21,Referral,No,San Francisco,Credit Card,Regular Customer,Susan Harris,No
2020-08-29 09:36:46,830157019,2725648,1020.99,Email Promo,No,Las Vegas,Credit Card,High-Value Customer,Susan Harris,No
2023-01-09 06:31:08,99438,2400575,1678.0176,Email Promo,Yes,Nashville,Credit Card,New Customer,Steven Wright,No
2023-10-22 13:12:40,685893886,5011,736.34,Email Promo,No,Portland,PayPal,Regular Customer,Donna Brooks,No
2023-11-17 23:01:04,2890,945137,96.04440000000001,Holiday Campaign,No,Fort Worth,PayPal,High-Value Customer,Susan Harris,Yes
2021-04-10 09:17:49,50406225,40936126,1041.0210000000002,Holiday Campaign,Yes,Boston,Credit Card,Loyal Customer,Linda Clark,No
